feature,median_rel_drift
log-sigma-4-0-mm-3D_glcm_Idm,0.2873418980049472
log-sigma-4-0-mm-3D_glcm_Idmn,0.28734189800494814
log-sigma-4-0-mm-3D_glcm_Idn,0.2873418980049531
log-sigma-4-0-mm-3D_ngtdm_Complexity,0.2877454499206817
log-sigma-3-0-mm-3D_glcm_Imc2,0.28858996595690306
original_glrlm_GrayLevelVariance,0.28974819454624356
original_glrlm_GrayLevelNonUniformityNormalized,0.2897481945462437
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,0.2902706113255992
log-sigma-4-0-mm-3D_ngtdm_Busyness,0.29154009431947825
log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,0.29420421925747686
log-sigma-2-0-mm-3D_glcm_SumAverage,0.2947276994791728
log-sigma-2-0-mm-3D_glcm_JointAverage,0.2947276994791729
log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.2948094235550946
log-sigma-2-0-mm-3D_glcm_Autocorrelation,0.29561932806186164
log-sigma-5-0-mm-3D_firstorder_Skewness,0.2962478843079522
wavelet-LLL_glrlm_LowGrayLevelRunEmphasis,0.29641581434327524
wavelet-LLL_glrlm_HighGrayLevelRunEmphasis,0.29641581434327535
log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.29691414981064
wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis,0.29761876570795953
log-sigma-5-0-mm-3D_firstorder_Maximum,0.2976238973079254
wavelet-LLH_gldm_LargeDependenceEmphasis,0.2999408546559785
log-sigma-4-0-mm-3D_glrlm_GrayLevelVariance,0.29997318024906006
log-sigma-4-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.29997318024906044
wavelet-LLL_glszm_SizeZoneNonUniformity,0.3002475944858243
log-sigma-1-0-mm-3D_glcm_JointAverage,0.30027794621859477
log-sigma-1-0-mm-3D_glcm_SumAverage,0.3002779462185952
wavelet-LHL_firstorder_Variance,0.30046294425502085
log-sigma-2-0-mm-3D_ngtdm_Busyness,0.3008595323249511
original_glrlm_RunLengthNonUniformityNormalized,0.30196609545079744
log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.3028925097531129
log-sigma-3-0-mm-3D_ngtdm_Busyness,0.303914476984136
wavelet-LLH_firstorder_Median,0.30607693783650464
log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,0.30661512694546095
log-sigma-3-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.30662914519005485
wavelet-HLH_glcm_SumSquares,0.3072128352257157
log-sigma-4-0-mm-3D_glcm_DifferenceEntropy,0.31000192667610466
log-sigma-5-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.31019568252891494
log-sigma-4-0-mm-3D_glrlm_GrayLevelNonUniformity,0.310841609272456
wavelet-LLL_glszm_SmallAreaHighGrayLevelEmphasis,0.3110355271654831
original_shape_MinorAxisLength,0.3113223968164268
wavelet-LHL_glcm_MCC,0.3117293274191744
log-sigma-5-0-mm-3D_glszm_ZoneVariance,0.31279318387471644
wavelet-LHH_gldm_DependenceNonUniformityNormalized,0.31286019663275
log-sigma-1-0-mm-3D_glcm_JointEntropy,0.31305513290795045
original_glrlm_LowGrayLevelRunEmphasis,0.3148549709706143
original_glrlm_HighGrayLevelRunEmphasis,0.31485497097061454
log-sigma-1-0-mm-3D_ngtdm_Complexity,0.314894387854249
log-sigma-5-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.3154901960784311
log-sigma-5-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.31549019607843143
log-sigma-4-0-mm-3D_firstorder_Maximum,0.31551006619544264
log-sigma-1-0-mm-3D_firstorder_10Percentile,0.3156131780100172
log-sigma-1-0-mm-3D_glcm_SumSquares,0.31610945008776675
log-sigma-4-0-mm-3D_glcm_ClusterProminence,0.31617246318485703
wavelet-LHL_glcm_Imc2,0.3161930119459927
log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.31655315890292435
wavelet-LHH_glcm_SumSquares,0.31658190651922763
log-sigma-5-0-mm-3D_gldm_DependenceEntropy,0.31723131868294346
log-sigma-1-0-mm-3D_glcm_JointEnergy,0.3172867743729809
log-sigma-5-0-mm-3D_glszm_LargeAreaEmphasis,0.31747212687068593
log-sigma-1-0-mm-3D_glcm_Imc1,0.31818182130849404
log-sigma-4-0-mm-3D_firstorder_Skewness,0.31839189487933683
log-sigma-4-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.31875625676608854
wavelet-HHH_glcm_Correlation,0.32012197189153213
wavelet-LHL_glcm_SumEntropy,0.32017347512543637
log-sigma-4-0-mm-3D_glcm_Correlation,0.32024263422429555
wavelet-HHH_glcm_SumSquares,0.32077338682993645
log-sigma-4-0-mm-3D_glcm_MCC,0.32091731368124976
original_glcm_Imc2,0.32100820048858364
log-sigma-2-0-mm-3D_gldm_LowGrayLevelEmphasis,0.3214633195981409
log-sigma-2-0-mm-3D_gldm_HighGrayLevelEmphasis,0.3214633195981414
wavelet-HHH_glcm_Idn,0.32183474176740823
wavelet-HHH_glcm_Idm,0.3218347417675088
wavelet-HHH_glcm_Id,0.3218347417675088
wavelet-HHH_glcm_Contrast,0.32183474176751325
wavelet-HHH_glcm_DifferenceAverage,0.32183474176751325
wavelet-HHH_glcm_InverseVariance,0.32183474176751325
wavelet-HHH_glcm_Idmn,0.32183474176764293
wavelet-LLH_glcm_SumAverage,0.32282457925694585
wavelet-LLH_glcm_JointAverage,0.32282457925694585
log-sigma-4-0-mm-3D_firstorder_InterquartileRange,0.32327633468200123
wavelet-HLH_glrlm_GrayLevelVariance,0.3242827636618823
wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,0.3242827636621833
wavelet-LHH_glrlm_GrayLevelVariance,0.32463684901939904
wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,0.32463684902533746
wavelet-LLL_glszm_GrayLevelNonUniformity,0.32514290608636365
wavelet-HHH_glcm_ClusterTendency,0.3253045953589526
wavelet-HHH_glcm_ClusterProminence,0.32563814754780324
wavelet-HHH_firstorder_Median,0.32564843752328587
log-sigma-1-0-mm-3D_gldm_HighGrayLevelEmphasis,0.3268257345833705
log-sigma-1-0-mm-3D_gldm_LowGrayLevelEmphasis,0.32682573458337083
wavelet-HLL_firstorder_RootMeanSquared,0.32707107788659906
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.32717571229556985
log-sigma-1-0-mm-3D_firstorder_Median,0.32961285640779064
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,0.32977175922720475
log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.32986111111111105
log-sigma-1-0-mm-3D_ngtdm_Contrast,0.33011057453595527
wavelet-HHL_glcm_SumSquares,0.33045102980541463
wavelet-LLL_glrlm_RunVariance,0.3312622199103973
wavelet-LLH_glrlm_RunPercentage,0.3326240623310729
log-sigma-1-0-mm-3D_firstorder_Uniformity,0.333388183283756
log-sigma-1-0-mm-3D_gldm_GrayLevelVariance,0.3333881832837625
wavelet-LLH_glcm_Autocorrelation,0.3337762335197799
wavelet-HLH_firstorder_Entropy,0.3342103210748812
wavelet-HLH_firstorder_Uniformity,0.3342134491871713
wavelet-HLH_gldm_GrayLevelVariance,0.3342134491883607
wavelet-LHL_firstorder_90Percentile,0.3356943644620288
wavelet-LHH_glcm_Autocorrelation,0.3358156220842149
log-sigma-1-0-mm-3D_firstorder_Entropy,0.33589046752920326
wavelet-LLH_glcm_ClusterShade,0.3362004432661916
log-sigma-1-0-mm-3D_ngtdm_Busyness,0.33667828179208326
wavelet-HHH_firstorder_Kurtosis,0.33700019101399525
wavelet-LLL_ngtdm_Strength,0.33701169529544467
wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,0.33747305014156437
log-sigma-4-0-mm-3D_firstorder_Variance,0.33884855470266817
wavelet-HHH_glcm_SumAverage,0.33933264746237124
wavelet-HHH_glcm_JointAverage,0.33933264746241565
log-sigma-2-0-mm-3D_firstorder_Mean,0.33939402938134067
wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,0.33971965563691864
original_shape_Flatness,0.3402546112600725
wavelet-HHH_glcm_ClusterShade,0.3428727139723571
wavelet-LLL_ngtdm_Coarseness,0.34345684412058214
log-sigma-3-0-mm-3D_glcm_MCC,0.34369051076592894
log-sigma-3-0-mm-3D_glcm_Correlation,0.3436905107659475
log-sigma-1-0-mm-3D_glcm_SumEntropy,0.34511131967872993
wavelet-LHL_firstorder_MeanAbsoluteDeviation,0.34627326610652354
wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,0.34684280514658905
log-sigma-5-0-mm-3D_firstorder_Minimum,0.34711393565341103
log-sigma-4-0-mm-3D_ngtdm_Coarseness,0.3474002144055789
wavelet-LLL_glszm_GrayLevelVariance,0.3477554909471168
wavelet-LLL_glszm_GrayLevelNonUniformityNormalized,0.34775549094711744
log-sigma-5-0-mm-3D_firstorder_Variance,0.34792366276326736
log-sigma-5-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.3479368321990105
log-sigma-5-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.3479368321990111
log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformity,0.34878671668616135
log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformity,0.350323187279709
log-sigma-2-0-mm-3D_firstorder_Entropy,0.3509016694885564
original_glcm_Imc1,0.3509562998461461
log-sigma-2-0-mm-3D_glcm_ClusterTendency,0.3510647817018069
log-sigma-2-0-mm-3D_firstorder_Uniformity,0.35146945930248186
log-sigma-2-0-mm-3D_gldm_GrayLevelVariance,0.3514694593024821
original_glrlm_ShortRunLowGrayLevelEmphasis,0.35171383323989625
wavelet-HHL_glrlm_GrayLevelVariance,0.3517923208555259
wavelet-HHL_glrlm_GrayLevelNonUniformityNormalized,0.35179232086116685
log-sigma-5-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.35374068205800735
wavelet-LLL_glcm_Correlation,0.3539118260800633
wavelet-LHH_firstorder_Uniformity,0.3547403019939878
wavelet-LHH_gldm_GrayLevelVariance,0.35474030199688095
wavelet-LHH_firstorder_Entropy,0.3547429221232063
wavelet-LLL_glrlm_GrayLevelNonUniformity,0.35480473165271686
wavelet-LLL_glcm_MCC,0.3548100079004627
log-sigma-1-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.35517590100702995
wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,0.3559007040779375
log-sigma-4-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.3562675556123305
log-sigma-5-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.3565251087866877
wavelet-LLH_glcm_SumSquares,0.35679812018604007
wavelet-HHH_glcm_Autocorrelation,0.3569731624291916
log-sigma-4-0-mm-3D_gldm_DependenceEntropy,0.35705717643891083
log-sigma-5-0-mm-3D_firstorder_InterquartileRange,0.3571405544295394
log-sigma-5-0-mm-3D_ngtdm_Strength,0.35729188318956584
wavelet-HLL_glszm_SizeZoneNonUniformity,0.3576923076923076
log-sigma-2-0-mm-3D_glcm_SumSquares,0.35780335081239345
wavelet-LLH_glrlm_RunEntropy,0.35941337208480656
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.3594222020132568
log-sigma-3-0-mm-3D_glrlm_GrayLevelVariance,0.35942220201325764
wavelet-LLH_glrlm_RunLengthNonUniformity,0.3598124695373954
log-sigma-5-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.35985064061192906
log-sigma-5-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.36009822122479174
log-sigma-3-0-mm-3D_firstorder_Skewness,0.3609623298723001
log-sigma-1-0-mm-3D_glcm_MaximumProbability,0.3613686820752912
log-sigma-3-0-mm-3D_firstorder_InterquartileRange,0.36148339697077536
wavelet-LLH_firstorder_Energy,0.3623324587090887
wavelet-LLH_firstorder_TotalEnergy,0.3623324587090887
wavelet-LLH_firstorder_Uniformity,0.36247032403468765
wavelet-LLH_gldm_GrayLevelVariance,0.3624703240346922
wavelet-LLH_firstorder_Entropy,0.36299171884102804
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity,0.36373605797065456
wavelet-HHH_firstorder_Entropy,0.3651175994278647
wavelet-HHH_firstorder_Uniformity,0.3651178472739587
wavelet-HHH_gldm_GrayLevelVariance,0.3651178472789939
original_glcm_MCC,0.3656020494628226
original_glcm_Correlation,0.36687200785640506
log-sigma-4-0-mm-3D_glszm_LargeAreaEmphasis,0.36750671979470284
original_glrlm_GrayLevelNonUniformity,0.36768254121082106
log-sigma-2-0-mm-3D_ngtdm_Strength,0.3683247665908863
log-sigma-2-0-mm-3D_glcm_Imc2,0.36860864170845664
wavelet-LHL_ngtdm_Strength,0.3686253651772575
wavelet-LHH_ngtdm_Coarseness,0.3686424901882345
wavelet-LHH_ngtdm_Strength,0.36865484635057333
wavelet-LHL_ngtdm_Coarseness,0.368669263415755
log-sigma-2-0-mm-3D_ngtdm_Coarseness,0.36967925852390315
log-sigma-3-0-mm-3D_glszm_ZoneVariance,0.3699517611086187
wavelet-LLH_gldm_HighGrayLevelEmphasis,0.3703163787148026
wavelet-LLH_gldm_LowGrayLevelEmphasis,0.37031637871480416
wavelet-HLL_ngtdm_Strength,0.3703379302436409
wavelet-HLL_ngtdm_Coarseness,0.37044956153117925
wavelet-HHL_glcm_Autocorrelation,0.37107209115822964
wavelet-LLH_glszm_SizeZoneNonUniformity,0.3735703265889025
wavelet-HHH_glrlm_GrayLevelVariance,0.37366700857336366
wavelet-HHH_glrlm_GrayLevelNonUniformityNormalized,0.3736670085768501
log-sigma-3-0-mm-3D_firstorder_Maximum,0.37367338211262535
log-sigma-3-0-mm-3D_ngtdm_Complexity,0.3737639258543647
log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.3740423040408375
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,0.37437067337948393
log-sigma-2-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.37481848377315274
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,0.3748233736346575
wavelet-HLH_glszm_ZoneVariance,0.375018963971748
log-sigma-3-0-mm-3D_ngtdm_Strength,0.37537946899264474
log-sigma-5-0-mm-3D_firstorder_Kurtosis,0.37592706521957864
log-sigma-3-0-mm-3D_ngtdm_Coarseness,0.3761900515919937
wavelet-LHH_glszm_LargeAreaEmphasis,0.376679935283902
log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.3768335038359112
original_ngtdm_Coarseness,0.3773620397414285
log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity,0.3774018198000721
log-sigma-2-0-mm-3D_glcm_MaximumProbability,0.3776303458373974
log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis,0.3777933673996417
wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis,0.37818878841593984
log-sigma-5-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.37827475438169555
log-sigma-3-0-mm-3D_glcm_DifferenceVariance,0.3788112503439305
wavelet-LLH_firstorder_Mean,0.37888045344337484
log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.3791150307729255
log-sigma-3-0-mm-3D_glcm_Idn,0.3791503209665491
log-sigma-3-0-mm-3D_glcm_DifferenceAverage,0.37915032096655477
log-sigma-3-0-mm-3D_glcm_Contrast,0.37915032096655477
log-sigma-3-0-mm-3D_glcm_InverseVariance,0.37915032096655477
log-sigma-3-0-mm-3D_glcm_Idm,0.3791503209665557
log-sigma-3-0-mm-3D_glcm_Id,0.3791503209665557
log-sigma-3-0-mm-3D_glcm_Idmn,0.37915032096658075
log-sigma-4-0-mm-3D_ngtdm_Strength,0.3792621072887634
wavelet-HLH_ngtdm_Coarseness,0.3793878617560401
wavelet-HLH_ngtdm_Strength,0.3793938486185525
wavelet-HHL_glszm_SmallAreaEmphasis,0.37946450061804204
wavelet-LLH_glszm_GrayLevelNonUniformity,0.3795125164690383
wavelet-HHL_ngtdm_Coarseness,0.3796017596214208
wavelet-HHL_ngtdm_Strength,0.3796140158294622
original_gldm_DependenceVariance,0.37997172333968876
log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.3808022660818714
log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.3808022660818714
wavelet-HHH_ngtdm_Contrast,0.38147965059444133
wavelet-HHH_ngtdm_Strength,0.3817934665054043
wavelet-HHH_ngtdm_Coarseness,0.3818010003073262
wavelet-LHH_glszm_ZoneVariance,0.38185052532328545
wavelet-HHH_ngtdm_Complexity,0.3821849714529829
log-sigma-4-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.3824380054819161
original_gldm_SmallDependenceLowGrayLevelEmphasis,0.383225327797064
log-sigma-4-0-mm-3D_glszm_SizeZoneNonUniformity,0.383240891053391
log-sigma-4-0-mm-3D_firstorder_Kurtosis,0.38367931608183614
original_ngtdm_Strength,0.3844137206330093
log-sigma-4-0-mm-3D_glcm_Imc1,0.38479599841373624
log-sigma-4-0-mm-3D_glszm_SmallAreaEmphasis,0.38491850895697044
wavelet-LLH_ngtdm_Strength,0.386211358127434
wavelet-LLH_ngtdm_Coarseness,0.3862834338475929
wavelet-HLL_glszm_GrayLevelNonUniformity,0.3871062748015874
log-sigma-1-0-mm-3D_ngtdm_Coarseness,0.3881446574836501
log-sigma-1-0-mm-3D_ngtdm_Strength,0.3882969333415877
original_shape_LeastAxisLength,0.3899377895970858
log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.39056793279766233
log-sigma-2-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.39056793279766244
log-sigma-3-0-mm-3D_glcm_Imc1,0.3906985205614859
log-sigma-2-0-mm-3D_glcm_JointEnergy,0.39084715577808604
log-sigma-4-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.39143856189077264
wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis,0.3935002557746203
log-sigma-2-0-mm-3D_glcm_Idmn,0.39374617783923077
log-sigma-2-0-mm-3D_glcm_Id,0.3937461778392318
log-sigma-2-0-mm-3D_glcm_Idm,0.3937461778392318
log-sigma-2-0-mm-3D_glcm_Contrast,0.3937461778392403
log-sigma-2-0-mm-3D_glcm_DifferenceAverage,0.3937461778392403
log-sigma-2-0-mm-3D_glcm_InverseVariance,0.3937461778392403
log-sigma-2-0-mm-3D_glcm_Idn,0.3937461778392497
log-sigma-4-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.3938532788652003
wavelet-LLH_glrlm_ShortRunEmphasis,0.39425495705641145
log-sigma-3-0-mm-3D_glcm_DifferenceEntropy,0.39426861055543255
log-sigma-4-0-mm-3D_firstorder_Minimum,0.39432468285969946
log-sigma-4-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.3949528337365249
wavelet-HHH_glszm_LargeAreaEmphasis,0.39517582105694476
log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.39522330354427854
wavelet-HHH_glszm_LargeAreaHighGrayLevelEmphasis,0.39524789584344605
log-sigma-2-0-mm-3D_glcm_SumEntropy,0.39591283740801836
wavelet-HHL_glcm_ClusterShade,0.39601338632424615
wavelet-HHH_gldm_HighGrayLevelEmphasis,0.39663501275708923
wavelet-HHH_gldm_LowGrayLevelEmphasis,0.3966350127570954
log-sigma-2-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.39745632390535607
log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.3980012460934057
wavelet-LHL_firstorder_RootMeanSquared,0.398933399631503
wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,0.39893558105795923
log-sigma-2-0-mm-3D_glcm_DifferenceVariance,0.39914851402161894
log-sigma-2-0-mm-3D_firstorder_90Percentile,0.3995350315444173
log-sigma-1-0-mm-3D_firstorder_Mean,0.399687865808613
log-sigma-2-0-mm-3D_glszm_ZoneVariance,0.4007842822995844
log-sigma-5-0-mm-3D_glszm_ZoneEntropy,0.4017266244490029
original_glszm_LargeAreaHighGrayLevelEmphasis,0.4023800679284907
wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,0.4028200536333305
log-sigma-2-0-mm-3D_glcm_DifferenceEntropy,0.402954204474194
log-sigma-2-0-mm-3D_glcm_MCC,0.4038241669150752
log-sigma-2-0-mm-3D_glcm_Correlation,0.40382416691507644
log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis,0.4041505682957932
wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,0.40433505981319096
wavelet-HHL_firstorder_Median,0.4044937075349864
wavelet-HHL_glszm_LargeAreaEmphasis,0.4045949432109932
wavelet-HHL_glcm_JointAverage,0.40551353044638416
wavelet-HHL_glcm_SumAverage,0.40551353044639715
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.4061619240692457
wavelet-HLL_glszm_ZoneVariance,0.406280402466379
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.40737276752584883
log-sigma-1-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.40790844880157473
log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.40790844880157484
log-sigma-1-0-mm-3D_glszm_ZoneVariance,0.40838695953979637
log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,0.4085316617258977
log-sigma-4-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.41002747252747257
log-sigma-4-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.41002747252747274
wavelet-HLL_firstorder_Median,0.410615619600064
wavelet-LLH_glrlm_LongRunEmphasis,0.4117791905380097
log-sigma-2-0-mm-3D_glcm_JointEntropy,0.4135814676646007
wavelet-LHL_glszm_LargeAreaHighGrayLevelEmphasis,0.4138086862064557
wavelet-LHL_firstorder_Kurtosis,0.41440083202539213
wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis,0.4150376460240996
wavelet-LLH_glrlm_RunVariance,0.41507648569151034
log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.4153084756250318
log-sigma-1-0-mm-3D_glszm_GrayLevelVariance,0.4153084756250319
log-sigma-2-0-mm-3D_glcm_Imc1,0.41566802112399515
wavelet-LHH_glszm_SizeZoneNonUniformity,0.41666666666666663
log-sigma-2-0-mm-3D_ngtdm_Contrast,0.41730193649064595
wavelet-LHL_glszm_ZoneVariance,0.4178405561458345
wavelet-HLL_firstorder_Kurtosis,0.41839791089273676
log-sigma-2-0-mm-3D_ngtdm_Complexity,0.4185148134097014
wavelet-LHL_glszm_LargeAreaEmphasis,0.4186176806694557
log-sigma-5-0-mm-3D_glszm_SmallAreaEmphasis,0.4191979063091703
wavelet-LHL_glrlm_RunLengthNonUniformity,0.41951743602213265
wavelet-HHH_glszm_ZonePercentage,0.41952711513118335
wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,0.41970798270622295
wavelet-HHL_gldm_LowGrayLevelEmphasis,0.42018961000174054
wavelet-HHL_gldm_HighGrayLevelEmphasis,0.4201896100017487
wavelet-LLL_glszm_ZoneEntropy,0.4206977834856638
log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.4214196153383193
wavelet-LLH_glrlm_GrayLevelVariance,0.42147879854100656
wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,0.42147879854113224
wavelet-HLH_glszm_LargeAreaLowGrayLevelEmphasis,0.4223920780850088
wavelet-HLH_firstorder_Kurtosis,0.4224160201718077
log-sigma-4-0-mm-3D_glszm_ZoneVariance,0.42376472468094306
wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,0.4245736686484409
wavelet-HLL_glcm_Autocorrelation,0.4249246367444989
wavelet-HLH_glszm_LargeAreaEmphasis,0.42590866602389
log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity,0.42648167072201876
log-sigma-4-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.42742412144117903
log-sigma-4-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.4274241214411809
wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis,0.4302100842209513
log-sigma-3-0-mm-3D_firstorder_Variance,0.4305410363811149
log-sigma-4-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.4308984920844895
wavelet-LLL_glszm_LargeAreaLowGrayLevelEmphasis,0.4323767697925247
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,0.4326755495586665
wavelet-HLL_glszm_LargeAreaEmphasis,0.4333474144014083
wavelet-HHL_firstorder_Maximum,0.434757912343549
log-sigma-2-0-mm-3D_firstorder_Skewness,0.4352538370254469
log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis,0.4356589316661934
log-sigma-2-0-mm-3D_firstorder_Kurtosis,0.4360813530628973
wavelet-HLL_glcm_JointAverage,0.43609180820685745
wavelet-HLL_glcm_SumAverage,0.436091808206865
wavelet-HLL_glrlm_RunLengthNonUniformity,0.436478957328703
wavelet-LHL_firstorder_Median,0.4374733894175378
wavelet-HLH_glszm_SizeZoneNonUniformity,0.4375
wavelet-LLL_glcm_Imc1,0.43782837492017274
wavelet-HHL_firstorder_Minimum,0.4379726715106553
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized,0.4382073166455843
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.44062923160757683
wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,0.4423232916653113
log-sigma-3-0-mm-3D_glszm_ZoneEntropy,0.4431695131343115
wavelet-HHL_firstorder_Uniformity,0.4436056121380724
wavelet-HHL_gldm_GrayLevelVariance,0.44360561213902766
wavelet-HHL_firstorder_Entropy,0.4436077142672554
wavelet-HLH_glcm_Autocorrelation,0.44361770035062054
wavelet-HHL_glszm_GrayLevelNonUniformity,0.4444444444444445
wavelet-HLH_firstorder_Median,0.44476559415894357
log-sigma-5-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.44525164758150443
log-sigma-1-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.44539965014627997
log-sigma-3-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.4456604507322422
wavelet-LHL_glszm_GrayLevelNonUniformity,0.4459665144596652
original_glrlm_ShortRunEmphasis,0.44644091464936997
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,0.44799783549783545
original_firstorder_Variance,0.44883112653774804
log-sigma-2-0-mm-3D_glrlm_GrayLevelVariance,0.449560367062099
log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.44956036706209945
wavelet-LLL_gldm_DependenceNonUniformity,0.4496383386756864
wavelet-LHH_glrlm_RunLengthNonUniformity,0.4526516336092199
wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,0.4530226184030077
wavelet-LLL_firstorder_Skewness,0.4533286546119306
wavelet-LLH_glszm_ZoneVariance,0.45355365164770767
original_glszm_ZoneEntropy,0.4535780912896796
original_glszm_SmallAreaEmphasis,0.4548785023938923
wavelet-LHH_firstorder_Kurtosis,0.4559682496389621
wavelet-HLL_firstorder_TotalEnergy,0.4578940868853112
wavelet-HLL_firstorder_Energy,0.4578940868853112
wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,0.45879589835443196
wavelet-HLL_glcm_SumSquares,0.4588776169220786
log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,0.4600888863206423
wavelet-LLH_ngtdm_Busyness,0.4606152242289858
original_firstorder_RobustMeanAbsoluteDeviation,0.46128878873188073
